Switch Name,Type,Top Housing Material,Bottom Housing Material,Stem Material,Mount Type,Spring,Act. Weight,Bot.-Out Weight,Pre-Travel Dist.,Total Travel Dist.
Gazzew Boba LT RGB - 55g,Linear,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),Stainless Steel Korean Spring,,55g,,3.20 mm
Gazzew Boba LT RGB - 65g,Linear,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),Stainless Steel Korean Spring,,65g,,3.20 mm
Gazzew Boba Plum U4Tx,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,
Gazzew Boba U4 Silent - 55g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14 mm Stainless Steel Korean Spring,,55g,,3.60 mm
Gazzew Boba U4 Silent - 62g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14 mm Stainless Steel Korean Spring,45g,62g,,3.60 mm
Gazzew Boba U4 Silent - 65g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14 mm Stainless Steel Korean Spring,,65g,,3.60 mm
Gazzew Boba U4 Silent - 68g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14 mm Stainless Steel Korean Spring,,68g,,3.60 mm
Gazzew Boba U4 V2 Silent - 62g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14 mm Stainless Steel Korean Spring,45g,62g,,3.60 mm
Gazzew Boba U4 V2 Silent - 63.5g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14 mm Stainless Steel Korean Spring,,63.5g,,3.60 mm
Gazzew Boba U4 V2 Silent - 68g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14 mm Stainless Steel Korean Spring,,68g,,3.60 mm
Gazzew Boba U4T - 62g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),17.5 mm Stainless Steel Korean Spring,,62g,,4.00 mm
Gazzew Boba U4T - 68g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),17.5 mm Stainless Steel Korean Spring,39g,68g,,4.00 mm
Gazzew Boba U4T Nixdork - 55g,Tactile,Proprietary Nixdork Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),17.5 mm Stainless Steel Korean Spring,,55g,,4.00 mm
Gazzew Boba U4T Nixdork - 65g,Tactile,Proprietary Nixdork Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),17.5 mm Stainless Steel Korean Spring,,65g,,4.00 mm
Gazzew Boba U4T V2 - 62g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),17.5 mm Stainless Steel Korean Spring,,62g,,4.00 mm
Gazzew Boba U4T V2 - 63.5g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),17.5 mm Stainless Steel Korean Spring,,63.5g,,4.00 mm
Gazzew Boba U4T V2 - 65g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),17.5 mm Stainless Steel Korean Spring,,65g,,4.00 mm
Gazzew Boba U4Tx - 63.5g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,
Gazzew Boba U4Tx - 65g,Tactile,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,
Gazzew Bobagum RGB Silent - 52g,Linear,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14.5 mm Stainless Steel Korean Spring,,52g,,3.60 mm
Gazzew Bobagum RGB Silent - 62g,Linear,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14.5 mm Stainless Steel Korean Spring,,62g,,3.60 mm
Gazzew Bobagum RGB Silent - 68g,Linear,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14.5 mm Stainless Steel Korean Spring,,68g,,3.60 mm
Gazzew Bobagum Silent - 52g,Linear,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14.5 mm Stainless Steel Korean Spring,,52g,,3.60 mm
Gazzew Bobagum Silent - 62g,Linear,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14.5 mm Stainless Steel Korean Spring,,62g,,3.60 mm
Gazzew Bobagum Silent - 68g,Linear,Proprietary Gazzew Blend,Proprietary Gazzew Blend,POM,PCB (5-pin),14.5 mm Stainless Steel Korean Spring,,68g,,3.60 mm
GeekMaker Creamy Green,Linear,,,POM,PCB (5-pin),Stainless Steel Spring,78g,,,
GeekMaker Creamy Pink,Linear,,,POM,PCB (5-pin),Stainless Steel Spring,62g,,,
GeekMaker Creamy Purple,Linear,,,POM,PCB (5-pin),Stainless Steel Spring,67g,,,
GeekMaker Creamy Yellow,Linear,,,POM,PCB (5-pin),Stainless Steel Spring,55g,,,
Geonworks HG Black,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,65g,,3.50 mm
Geonworks HG Clear - 3.5 mm,Linear,PC,PC,PC,PCB (5-pin),Stainless Steel Spring,,65g,,3.50 mm
Geonworks HG Clear - 4 mm,Linear,PC,PC,PC,PCB (5-pin),Stainless Steel Spring,,65g,,4.00 mm
Geonworks HG Red Silent,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,65g,,4.00 mm
Geonworks HG White,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,65g,,3.60 mm
Geonworks HG Yellow Silent,Tactile,Nylon,Nylon,POM,PCB (5-pin),20 mm Single-Stage KOS Stainless Steel Spring,,65g,,4.00 mm
Geonworks HG Yellow Silent,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,65g,,4.00 mm
Geonworks Raptor HE Gaming,Hall Effect,Nylon,Nylon,POM,,Single-Stage Spring,42g,52g,,4.00 mm
Geonworks Raptor MX Extreme Gaming,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Spring,45g,52g,0.90 mm,3.10 mm
Geonworks Raptor MX Gaming,Linear,POM,Nylon,UPE,PCB (5-pin),20 mm Single-Stage Spring,42g,48g,1.00 mm,3.00 mm
Geonworks RAW HE - 27g,Hall Effect,PC,Nylon,POM,,Single-Stage Spring,36g,50g,0.10 - 3.30 mm,3.40 mm
Geonworks RAW HE - 27g,Hall Effect,PC,Nylon,POM,,Single-Stage Spring,27g,40g,0.10 - 3.30 mm,3.40 mm
Geonworks RAW HE - 36g,Hall Effect,PC,Nylon,POM,,Single-Stage Spring,45g,60g,0.10 - 3.30 mm,3.40 mm
Glorious Fox,Linear,PC,PC,POM,Plate (3-pin),Stainless Steel Spring,45g,60g,2.20 mm,3.90 mm
Glorious Lynx,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,43g,60g,2.00 mm,3.90 mm
Glorious Panda,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,49g,60g,2.50 mm,3.30 mm
Glorious Raptor,Clicky,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,55g,70g,2.00 mm,3.90 mm
Glove Design Diamond Unicorn,Linear,PC,Nylon,POM,PCB (5-pin),21.5 mm Stainless Steel Spring,37g,42g,1.90 mm,3.40 mm
Golden Orange Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,55g,,
GoMaster Salmon Reborn,Linear,Teflon,Teflon,M1,PCB (5-pin),22 mm Stainless Steel Extension Spring,37g,55g,,3.50 mm
Gopolar Azure Dragon V3,Tactile,PC,POM,POM,PCB (5-pin),18 mm Two-Stage Stainless Steel Spring,63g,67g,2.00 mm,3.60 mm
Gopolar OUTVA Yang,Linear,Nylon,Nylon,POM,PCB (5-pin),20 mm Two-Stage Stainless Steel Spring,46g,58g,2.00 mm,3.70 mm
Gopolar OUTVA Yin,Tactile,Nylon,Nylon,POM,PCB (5-pin),15 mm Stainless Steel Spring,65g,60g,2.00 mm,3.50 mm
Gopolar Vermilion Bird,Linear,PC,Nylon,POM,PCB (5-pin),18 mm Two-Stage Stainless Steel Spring,50g,67g,2.00 mm,4.00 mm
Grain Gold Blue,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,50g,60g,2.00 mm,4.00 mm
Grain Gold Mint Bubblegum,Linear,POM,Nylon,POM,PCB (5-pin),22 mm Two-Stage KOS Extension Spring,37g,45g,1.80 mm,3.50 mm
Grain Gold Neon V1,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,40g,55g,2.00 mm,4.00 mm
Grain Gold Neon V2,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,40g,55g,2.00 mm,4.00 mm
Grain Gold Optical Blue,Clicky,PC,Nylon,POM,,Stainless Steel Spring,,,,
Grain Gold Strawberry Bubblegum,Linear,POM,Nylon,POM,PCB (5-pin),22 mm Two-Stage KOS Extension Spring,37g,45g,1.80 mm,3.50 mm
Grain Gold Tom Gold Pink,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,37g,42g,1.80 mm,3.50 mm
Greetech Black,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,65g,,,4.00 mm
Greetech Blue,Clicky,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,55g,,,4.00 mm
Greetech Brown,Tactile,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,38g,55g,,4.00 mm
Greetech Green,Clicky,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,80g,,,4.00 mm
Greetech Red,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,47g,66g,2.30mm,4.00 mm
grid Linear Semi-Silent,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,55g,68g,2.00 mm,3.80 mm
GTMX Mid Profile Blue,Clicky,,,,Plate (3-pin),Stainless Steel Spring,55g,,,
GTMX Mid Profile Brown,Tactile,,,,Plate (3-pin),Stainless Steel Spring,55g,,,
GTMX Mid Profile Red,Linear,,,,Plate (3-pin),Stainless Steel Spring,55g,,,
GuGu Ice,Linear,PC,PC,PC,PCB (5-pin),Stainless Steel Spring,42g,63.5g,,
GuGu Ice,Tactile,PC,PC,PC,PCB (5-pin),Stainless Steel Spring,42g,63.5g,,
GuGu Lace,Tactile,Nylon,Nylon,HPE,PCB (5-pin),KOS Stainless Steel Spring,43g,62g,,
Gypsophilia Clear-White,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,57g,,
Gypsophilia Pink-Red,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,57g,,
Gypsophilia Pink-White,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,57g,,
Gypsophilia Purple-Cream,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,57g,,
Gypsophilia Purple-Green,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,57g,,
Gypsophilia Purple-Pink,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,57g,,
Haimu Bald Angel,Linear,,,,PCB (5-pin),Stainless Steel Spring,,60g,,
Haimu Balhae Blue,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,53g,60g,,3.80 mm
Haimu Benevolence,Tactile,Nylon,Nylon,POM,PCB (5-pin),21.5 mm Two-Stage Spring,,62g,,3.40 mm
Haimu Blue Jade,Tactile,PC,Nylon,POM,PCB (5-pin),22 mm Two-Stage Spring,,45g,2.00 mm,3.40 mm
Haimu Clear,Linear,PC,PC,Nylon,PCB (5-pin),20 mm Single-Stage Spring,,65g,2.00 mm,4.00 mm
Haimu Heartbeat Silent,Linear,Nylon,Nylon,POM,PCB (5-pin),15 mm Stainless Steel Spring,,65g,,3.80 mm
Haimu Lunar Purple,Linear,PC,PC,PC,PCB (5-pin),Stainless Steel Spring,40g,53g,2.00 mm,3.50 mm
Haimu Malice,Linear,Nylon,Nylon,POM,PCB (5-pin),21.5 mm Stainless Steel Spring,,62g,,3.80 mm
Haimu Navy Jade,Tactile,PC,Nylon,POM,PCB (5-pin),22 mm Two-Stage Spring,,45g,2.00 mm,3.40 mm
Haimu Neo White,Linear,PC,Nylon,LY,PCB (5-pin),Two-Stage Spring,,58g,2.00 mm,3.60 mm
Haimu Orange Sea,Tactile,PC,Nylon,POM,Plate (3-pin),22 mm Two-Stage KOS Spring,37g,45g,2.00 mm,3.60 mm
Haimu Pearl Lemon,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Two-Stage Spring,,45g,2.00 mm,3.50 mm
Haimu RAW,Linear,POM,POM,UPE,PCB (5-pin),22 mm Single-Stage Spring,,57.5g,2.00 mm,3.50 mm
Haimu Sea Salt Lemons,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,1.80 mm,4.00 mm
Haimu Viola Tricolor,Tactile,PC,Nylon,POM,PCB (5-pin),Two-Stage Gold-Plated Spring,,63.5g,,3.80 mm
Haimu Whisper,Tactile,Nylon,Nylon,POM,PCB (5-pin),15 mm Stainless Steel Spring,47g,60g,,3.80 mm
HAPE Orange Silent,Linear,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
HC Studio Crabapple,Linear,POM,POM,POM,PCB (5-pin),Single-Stage Extension Spring,37g,45g,2.00 mm,3.60 mm
HC Studio Roselle,Linear,POM,POM,Y3,PCB (5-pin),20.5 mm Single-Stage Lengthened Spring,45g,52g,2.00 mm,3.60 mm
HHHH H1,Linear,PC,Nylon,POM,PCB (5-pin),Gold-Plated Spring,,78g,,4.00 mm
Hifi Fox Diamond Yellow Fruit,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,37g,45g,1.90 mm,3.60 mm
HK Gaming MS-1 Pro Lake Blue,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,72g,2.00 mm,4.00 mm
HK Gaming MS-1 Pro Marlin Blue,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,67g,2.00 mm,4.00 mm
HK Gaming MS-1 Pro Sky Blue,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,,62g,2.00 mm,4.00 mm
HMX Blue Topaz,Linear,PC,Nylon,LY,PCB (5-pin),22 mm Single-Stage Spring,40g,48g,2.00 mm,3.90 mm
HMX Canglan V2,Linear,Nylon,Nylon,T2,PCB (5-pin),20 mm Single-Stage Spring,42g,48g,2.00 mm,3.50 mm
HMX Caramel Pudding,Linear,Nylon,Nylon,UPE,PCB (5-pin),22 mm Single-Stage Spring,45g,52g,2.00 mm,3.60 mm
HMX Cheese,Linear,Nylon,Nylon,LY,PCB (5-pin),22 mm Single-Stage Spring,43g,46g,2.00 mm,3.50 mm
HMX Cloud - 50g,Linear,Nylon,Nylon,LY,PCB (5-pin),22 mm Single-Stage Spring,42g,50g,2.00 mm,3.90 mm
HMX Cloud - 63.5g,Linear,Nylon,Nylon,LY,PCB (5-pin),22 mm Single-Stage Spring,56g,63.5g,2.00 mm,3.90 mm
HMX Deep Navy,Linear,Nylon,Nylon,LY,PCB (5-pin),20 mm Single-Stage Spring,40g,45g,2.00 mm,3.60 mm
HMX EMO,Linear,PC,Nylon,LY,PCB (5-pin),22 mm Single-Stage Spring,40g,46g,2.00 mm,3.50 mm
HMX EVA,Linear,Nylon,Nylon,T2,PCB (5-pin),22 mm Single-Stage Spring,42g,48g,2.00 mm,3.60 mm
HMX Gachapon,Linear,Nylon,Nylon,T4,PCB (5-pin),22 mm Single-Stage KOS Extension Spring,45g,53g,2.00 mm,3.90 mm
HMX Glazed Jade,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,53g,1.80 mm,3.50 mm
HMX Gravel,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,45g,50g,2.00 mm,3.50 mm
HMX Hibiscus,Linear,Nylon,Nylon,T3,PCB (5-pin),20 mm Single-Stage Spring,42g,48g,2.00 mm,3.50 mm
HMX Ice Cendol,Linear,Nylon,Nylon,T2,PCB (5-pin),,,,,3.90 mm
HMX Jammy,Linear,Nylon,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,57g,63g,2.00 mm,3.70 mm
HMX Lotus,Linear,Nylon,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,45g,50g,2.00 mm,3.50 mm
HMX Lotus (Heavy),Linear,Nylon,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,55g,62.5g,2.00 mm,3.50 mm
HMX Lucky,Linear,Nylon,Nylon,POM,PCB (5-pin),22 mm Two-Stage Spring,37g,43g,2.00 mm,3.80 mm
HMX Macchiato,Linear,Nylon,Nylon,POK,PCB (5-pin),20 mm Single-Stage Spring,42g,50g,2.00 mm,4.00 mm
HMX Pebble,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,45g,50g,2.00 mm,3.50 mm
HMX Perky,Linear,Nylon,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,43g,50g,1.00 mm,3.40 mm
HMX Poro - 37g,Linear,Nylon,Nylon,LY,PCB (5-pin),22 mm Single-Stage Spring,37g,42g,2.00 mm,3.70 mm
HMX Poro - 45g,Linear,Nylon,Nylon,LY,PCB (5-pin),22 mm Single-Stage Spring,45g,50g,2.00 mm,3.70 mm
HMX Rainbow,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Stainless Steel Spring,45g,48g,1.90 mm,3.50 mm
HMX Sakura Silent - 43g,Linear,Nylon,PC,POM,PCB (5-pin),22 mm Single-Stage Extension Spring,37g,43g,2.00 mm,4.00 mm
HMX Sakura Silent - 53g,Linear,Nylon,PC,POM,PCB (5-pin),22 mm Single-Stage Extension Spring,45g,53g,2.00 mm,4.00 mm
HMX Sillyworks Hyacinth V2,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Single-Stage Korean Spring,45g,52g,1.90 mm,3.50 mm
HMX Sillyworks Hyacinth V2U,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,45g,52g,1.90 mm,3.90 mm
HMX Snow Crash,Linear,Nylon,Nylon,POM,PCB (5-pin),22 mm Single-Stage KOS Extension Spring,50g,58g,2.00 mm,4.00 mm
HMX Su,Linear,Nylon,Nylon,T5,PCB (5-pin),22 mm Single-Stage KOS Extension Spring,45g,50g,1.80 mm,3.60 mm
HMX Sunset Gleam,Linear,PC,Nylon,LY,PCB (5-pin),22 mm Single-Stage Spring,42g,48g,2.00 mm,3.50 mm
HMX Swift,Linear,P3,Nylon,LY,PCB (5-pin),22 mm Single-Stage Spring,42g,50g,2.00 mm,3.90 mm
HMX Vintage Citrus,Linear,Nylon,Nylon,T3,PCB (5-pin),22 mm Single-Stage Spring,48g,53g,1.00 mm,3.00 mm
HMX Xinhai,Linear,Nylon,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,37g,45g,2.00 mm,3.40 mm
HMX Xinhai (Heavy),Linear,Nylon,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,55g,62.5g,2.00 mm,3.40 mm
Homerow Co. Seriko Silent,Linear,,,POM,PCB (5-pin),Gold-Plated Spring,,67g,,3.80 mm
Homoo Sea Salt,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,2.00 mm,4.00 mm
Homoo Sea Salt Silent,Linear,PC,PC,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,2.00 mm,4.00 mm
Hori Edge,Linear,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,55g,,1.50 mm,3.00 mm
HTMZ Blue,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,55g,,,
HTMZ Brown,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,,,
HTMZ Pink,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
Huano Acacia,Linear,PC,Nylon,POM,Plate (3-pin),22 mm Extension Spring,,45g,2.00 mm,3.50 mm
Huano American Rose Garden,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,35g,45g,2.00 mm,4.00 mm
Huano Aries (Flaw Ver.),Linear,POK,POK,Mystery Material,PCB (5-pin),Stainless Steel Spring,42g,52g,2.00 mm,3.60 mm
Huano Black,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,60g,,2.40 mm,
Huano Blue,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,50g,60g,2.00 mm,4.00 mm
Huano Blue V2,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,50g,,,
Huano Boiled Egg,Linear,PC,PC,POM,Plate (3-pin),Stainless Steel Spring,,40g,2.00 mm,4.00 mm
Huano Brown,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,60g,,,
Huano Caramel Latte,Linear,POK,Nylon,POM,PCB (5-pin),22 mm Single-Stage Spring,45g,55g,2.00 mm,3.60 mm
Huano Citrine V2,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,55g,2.00 mm,3.50 mm
Huano Conch Pearl V2,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,33g,45g,1.30 mm,3.50 mm
Huano Cyan,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,60g,,,
Huano Diamond,Linear,PC,PC,POM,Plate (3-pin),Stainless Steel Spring,,45g,2.00 mm,4.00 mm
Huano Dust-Proof Black,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,60g,,,
Huano Dust-Proof Brown,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,50g,,,
Huano Dust-Proof Pink,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,,,
Huano Dust-Proof Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,50g,,,
Huano Earth Yellow,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,53g,73g,2.00 mm,3.80 mm
Huano Holy Tom,Tactile,PC,PC,POM,Plate (3-pin),Stainless Steel Spring,50g,62g,2.00 mm,3.30 mm
Huano Holy Tom Black and Yellow,Tactile,PC,PC,POM,Plate (3-pin),Stainless Steel Spring,50g,62g,2.00 mm,3.30 mm
Huano Holy Tom RT,Tactile,PC,PC,POM,Plate (3-pin),Stainless Steel Spring,50g,62g,2.00 mm,3.30 mm
Huano Lilac,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,80g,,,
Huano Low Profile Brown,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,42g,55g,1.50 mm,3.10 mm
Huano Low Profile Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,42g,52g,1.20 mm,3.10 mm
Huano Lunar New Year Fi,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel,,50g,,4.00 mm
Huano Lunar New Year Hi,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel,,50g,,4.00 mm
Huano Meow Claw V2,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,55g,,3.50 mm
Huano Milk Cream,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,35g,,,
Huano Orange,Tactile,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,55g,,,
Huano Pandora,Linear,PC,Nylon,POM,Plate (3-pin),21 mm Two-Stage Extension Spring,42g,,2.00 mm,4.00 mm
Huano Pineapple,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,35g,45g,2.00 mm,4.00 mm
Huano Pink,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,60g,1.20 mm,4.00 mm
Huano Purple,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,70g,,,
Huano Qingdai V2,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,60g,2.00 mm,3.50 mm
Huano RAW,Linear,Nylon,Nylon,POM,PCB (5-pin),Single-Stage Spring,,5.25g,2.00 mm,3.80 mm
Huano Red,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,,,
Huano Red Flag,,PC,Nylon,POM,Plate (3-pin),21.5 mm Single-Stage Extension Spring,40g,50g,2.00 mm,
Huano Ring Nuo,Linear,PC,Nylon,POM,PCB (5-pin),22 mm Single-Stage Extension Spring,40g,50g,2.00 mm,3.60 mm
Huano Rose Latte,Linear,Nylon,Nylon,POM,PCB (5-pin),Stainless Steel Spring,37g,47g,2.00 mm,3.60 mm
Huano Silver,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,45g,60g,1.20 mm,4.00 mm
Huano Smokey Pink,Linear,,,POM,Plate (3-pin),Stainless Steel Spring,60g,80g,2.00 mm,4.00 mm
Huano Smokey White,Tactile,,,POM,Plate (3-pin),Stainless Steel Spring,55g,65g,2.00 mm,3.30 mm
Huano Spirit Wind,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,42g,50g,1.30 mm,3.30 mm
Huano Strawberry Jelly,Tactile,PC,PC,POM,Plate (3-pin),22 mm Stainless Steel Spring,,,,
Huano Strawberry Jelly V2,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,,55g,2.00 mm,3.90 mm
Huano Strawberry Jelly V4,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,43g,53g,1.30 mm,3.30 mm
Huano Tortoiseshell V2,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,55g,2.50 mm,3.50 mm
Huano Turquoise,Linear,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,31g,40g,2.00 mm,3.80 mm
Huano Turquoise V2,Linear,Nylon,Nylon,POM,Plate (3-pin),Stainless Steel Spring,31g,40g,2.00 mm,3.80 mm
Huano White,Clicky,PC,Nylon,POM,Plate (3-pin),Stainless Steel Spring,80g,,,
HyperX Aqua,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,45g,,1.80 mm,3.80 mm
HyperX Blue,Clicky,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,50g,,1.80 mm,3.80 mm
HyperX Red,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,40g,,1.80 mm,3.80 mm
Idobao Elf C2 Silent,Linear,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,40g,,2.00 mm,3.70 mm
Idobao Elf T1,Tactile,PC,Nylon,POM,PCB (5-pin),Stainless Steel Spring,35g,,1.80 mm,3.70 mm
IKYEX Purple Rabbit,Tactile,PC,Nylon,POM,PCB (5-pin),22 mm Two-Stage Stainless Steel Spring,,53g,,3.10 mm
InfinityKey Cow POM Mango,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,3.14 mm
InfinityKey Cow POM Milk,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,3.14 mm
InfinityKey Cow POM Strawberry,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,3.14 mm
InfinityKey Cow POM Taro,Linear,POM,POM,POM,PCB (5-pin),Stainless Steel Spring,,63.5g,,3.14 mm
InfinityKey Cow UHMWPE Mango,Linear,POM,POM,UHMWPE,,Stainless Steel Spring,,63.5g,,3.69 mm
InfinityKey Cow UHMWPE Milk,Linear,POM,POM,UHMWPE,,Stainless Steel Spring,,63.5g,,3.69 mm
